16月6日晴,发行日期,2005年6月7日
1874,发行日期,2002年07月24日
2001太空漫游,发行日期,2001年04月13日
24,发行日期,2006年12月01日
"Allegro, Opus 3.3 a.m.",发行日期,2009年03月23日
Aren't You Glad,发行日期,2008年06月30日
Baby Song,发行日期,2011年11月11日
Because You're Good To Me,发行日期,2001年07月17日
Class,发行日期,2012年7月30日
Crying In The Party,发行日期,2007年10月18日
Fight As One,发行日期,2020年4月3日
Good Times,发行日期,2001年07月17日
I Do,发行日期,2016年9月26日
I Want...,发行日期,2021年9月10日
Just Between The Two of Us,发行日期,1999年09月09日
Katrina,发行日期,2003年07月22日
K歌之王,发行日期,2000年9月29日
Last Order,发行日期,2003年04月01日
Let It Out,发行日期,2012年7月30日
Life Goes On,发行日期,2009年03月23日
Lonely Christmas,发行日期,2002年12月01日
Made In Hong Kong,发行日期,2000年07月21日
Muffin Man,发行日期,2011年11月11日
My Private Christmas Song,发行日期,2011年02月22日
New Order,发行日期,2003年07月22日
Nothing Ever Happened,发行日期,2009年09月23日
Overture,发行日期,2007年12月21日
R U N,发行日期,2018年12月12日
Special Thanks To 1,发行日期,2002年04月02日
Special Thanks To 3,发行日期,2002年04月02日
Taipei City,发行日期,1997年11月1日
style,发行日期,1997年01月10日
一,发行日期,1999年05月26日
一丝不挂,发行日期,2010年03月12日
一个旅人,发行日期,2009年03月23日
一个灵魂的独白,发行日期,2015年07月13日
一切还好,发行日期,2005年02月01日
一滴眼泪,发行日期,1997年01月10日
一疋布,发行日期,2002年06月14日
七百年后,发行日期,2009年03月23日
万佛朝宗,发行日期,2005年02月01日
万圣节的一个传说,发行日期,2015年07月13日
三个人的探戈,发行日期,2005年06月07日
不再让你孤单,发行日期,1998年05月26日
不如承诺来的简单,发行日期,2014年05月15日
不如这样,发行日期,2001年07月17日
不求人,发行日期,2006年12月01日
不然你要我怎么样,发行日期,2005年11月23日
不睡,发行日期,2005年11月23日
不良嗜好,发行日期,2005年06月07日
不要说话,发行日期,2008年6月30日
与我常在,发行日期,1997年04月12日
专家话,发行日期,1999年11月24日
世界,发行日期,2003年04月01日
两名男子街头相遇,发行日期,2002年07月24日
两种讲法,发行日期,1998年05月26日
之外,发行日期,2017年10月9日
乐园,发行日期,2011年02月22日
乜嘢啫,发行日期,2007年10月18日
习惯说,发行日期,2012年7月30日
二个人的夜晚,发行日期,1997年01月10日
五星连珠,发行日期,2002年06月14日
人人爱,发行日期,2012年04月18日
人工智能,发行日期,2001年11月08日
人来人往,发行日期,2002年7月24日
人生马拉松,发行日期,2015年07月13日
人神斗,发行日期,2005年11月23日
人车志,发行日期,2006年06月15日
人造卫星,发行日期,2002年04月02日
今天只做一件事,发行日期,2009年03月23日
今天等我来,发行日期,1997年04月12日
今日,发行日期,1999年
从未痴心,发行日期,1996年12月11日
他一个人,发行日期,2001年11月08日
任我行,发行日期,2013年7月22日
伤信,发行日期,1996年12月11日
伴游,发行日期,1997年4月12日
低等动物,发行日期,2000年09月29日
低调,发行日期,2006年06月15日
你为什么哭了呢,发行日期,2009年9月23日
你会不会,发行日期,2002年04月02日
你给我听好,发行日期,2014年4月23日
信任,发行日期,2012年7月30日
信心花舍,发行日期,2001年3月29日
倒带人生,发行日期,2008年06月30日
傅科摆,发行日期,2017年10月9日
像一句广告,发行日期,2003年04月01日
兄妹,发行日期,2003年4月15日
兄弟,发行日期,2007年12月5日
兄弟,发行日期,2007年10月18日
光辉岁月,发行日期,2013年05月09日
全世界失眠,发行日期,2001年7月17日
八里公路,发行日期,2005年6月1日
其实我记得,发行日期,1996年12月11日
内疚,发行日期,2011年11月11日
冤家,发行日期,2001年7月17日
冤气,发行日期,2005年02月01日
到此一游,发行日期,2000年07月21日
十年,发行日期,2003年4月15日
十面埋伏,发行日期,2003年
单车,发行日期,2001年4月13日
反高潮,发行日期,1998年05月26日
变色龙,发行日期,2007年10月18日
只是近黄昏,发行日期,2008年08月26日
可一可再,发行日期,2018年08月24日
可以了,发行日期,2014年5月15日
同舟之情,发行日期,2013年07月22日
后台,发行日期,2008年08月26日
吟游诗人,发行日期,2011年11月11日
听一千遍后,发行日期,2005年6月14日
听听,发行日期,2005年11月23日
吹微风,发行日期,2000年09月29日
呀边个边个,发行日期,2003年07月22日
告别娑婆,发行日期,2013年07月22日
味之素,发行日期,2010年3月12日
和平饭店,发行日期,2000年7月21日
哎呀咿呀,发行日期,2011年11月11日
喜欢一个人,发行日期,2015年07月13日
四季,发行日期,2016年9月29日
四季圈,发行日期,2014年05月15日
因为爱情,发行日期,2011年
土星环,发行日期,2008年6月30日
圣诞结,发行日期,2003年11月18日
在你身边,发行日期,2009年09月23日
坏情人,发行日期,2006年12月01日
外面的世界,发行日期,2012年
多一点,发行日期,1998年
多少,发行日期,2009年09月23日
大人,发行日期,2010年03月12日
天下太平,发行日期,2008年08月26日
天下无双,发行日期,1998年5月26日
天使的礼物,发行日期,2001年04月13日
天公地道,发行日期,2006年11月23日
太阳照常升起,发行日期,2009年03月23日
失忆蝴蝶,发行日期,2013年07月22日
失恋太少,发行日期,2001年04月13日
好久不见,发行日期,2007年4月24日
好聚好散,发行日期,1997年11月1日
如果这一秒钟你跟我讲你不爱我,发行日期,1999年05月26日
始终我系我,发行日期,2001年04月01日
娱乐天空,发行日期,2014年05月15日
婚礼的祝福,发行日期,1999年9月9日
存在,发行日期,1999年9月9日
季军,发行日期,2002年07月24日
孤儿仔,发行日期,2002年06月14日
孤独患者,发行日期,2011年11月11日
孤独探戈,发行日期,2001年
完,发行日期,2012年8月10日
宠爱,发行日期,1997年11月01日
寂寞奏鸣曲,发行日期,2003年04月01日
寂寞让你更快乐,发行日期,2003年11月1日
富士山下,发行日期,2006年11月23日
对不起 谢谢,发行日期,2005年11月23日
对面,发行日期,2014年05月15日
小孩不懂怕,发行日期,2003年07月22日
少见不怪,发行日期,2002年12月05日
岁月如歌,发行日期,2003年7月22日
幸灾乐祸,发行日期,2003年07月22日
幸福摩天轮,发行日期,1999年11月24日
床上的黑洞,发行日期,2017年10月9日
床头床尾,发行日期,2013年07月22日
床头灯,发行日期,2009年09月23日
开不了心,发行日期,2005年06月01日
张氏情歌,发行日期,2011年11月11日
当心中有恋爱感觉,发行日期,1996年12月11日
当这地球没有花,发行日期,2000年07月21日
心深伤透,发行日期,2006年11月23日
心的距离,发行日期,2009年09月23日
心腹,发行日期,2010年03月12日
忘记歌词,发行日期,2003年7月22日
快乐男生,发行日期,2007年04月24日
快高长大,发行日期,1999年05月26日
忽然难过,发行日期,1999年11月24日
怕死,发行日期,2005年06月07日
怪物,发行日期,2001年04月13日
情深怎么办,发行日期,1997年01月10日
想哭,发行日期,2002年04月02日
愈想愈无谓,发行日期,1998年05月26日
愚人快乐,发行日期,2014年5月15日
感动,发行日期,1997年11月01日
感情约,发行日期,1997年01月10日
愿,发行日期,2002年06月14日
戏迷情人,发行日期,2000年07月21日
我不好爱,发行日期,2001年11月08日
我也不会那样做,发行日期,2001年07月17日
我们万岁,发行日期,2018年12月12日
我们不哭了,发行日期,2000年09月01日
我们都寂寞,发行日期,2003年4月1日
我怎么可以哭,发行日期,1997年01月10日
我怕你不肯,发行日期,1996年12月11日
我感激,发行日期,2000年07月21日
我甲你,发行日期,2009年09月23日
我的快乐时代,发行日期,1998年05月26日
我终于放开了她,发行日期,1997年11月12日
打回原形,发行日期,2001年11月8日
打得火热,发行日期,2000年09月29日
披风,发行日期,2017年5月18日
抱拥这分钟,发行日期,1997年04月12日
拜访,发行日期,1997年01月10日
掏空,发行日期,1999年09月09日
摊开双手,发行日期,1997年11月01日
收心操,发行日期,2017年10月9日
改造人,发行日期,1999年11月24日
放,发行日期,2017年5月18日
放下来,发行日期,2005年6月22日
放弃治疗,发行日期,2014年05月15日
故事,发行日期,2002年04月02日
敌人,发行日期,1997年04月12日
敬烟,发行日期,2018年12月12日
斯德哥尔摩情人,发行日期,2013年07月22日
新生活,发行日期,1998年12月10日
新的世界,发行日期,2005年8月17日
新美人主义,发行日期,2005年06月07日
无人之境,发行日期,2010年03月12日
无条件,发行日期,2015年4月15日
早开的长途班,发行日期,2005年11月23日
时代巨轮,发行日期,2007年10月18日
